name,year,content,
"Emmerick, Ronald Eric",2000,"Khotanese 【baṣṣä】, in A. Hintze and E. Tichy, eds.,【 Anusantatyai: Festschrift für Johanna Narten zum 70. Geburtstag】, Dettelbach, 2000a, pp. 31-37.",
"Emmerick, Ronald Eric",2000,"Polyandry in the Khotanese Rāmāyaṇa, in C. Chojnacki, J.-U. Hartmann, and V. M. Tschannerl, eds., 【Vividharatnakaraṇḍaka: Festgabe für Adelheid Mette】, Swisttal-Odendorf, 2000b, pp. 233-38.",
"Emmerick, Ronald Eric",2001,"Mount Alborz in Khotanese? in A. A. Sadeghi, ed., 【Tafazzoli Memorial Volume】, Tehran, 2001, pp. 19-20.",
"Emmerick, Ronald Eric",2001,"Review: D. Wujastyk, 【The Roots of Āyurveda: Selections from Sanskrit Medical Writings】, Penguin Books India (P) Ltd, New Delhi 1998, in 【Tradional South Asian Medicine】, 6, 2001, 158-163.",
"Emmerick, Ronald Eric",2001,"Review: 【Bhesajjamañjūsā. Chapters 1-18】, ed. Jinadasa Liyanaratne, The Pali Text Society, Oxford 1996, in Tradional South Asian Medicine, 6, 2001, 184-189.",
"Emmerick, Ronald Eric",2002,"Hunting the Hapax: Sir Harold W. Bailey (1899-1996), in N. Sims-Williams, ed., 【Indo-Iranian Languages and Peoples】, Oxford, 2002, pp. 1-17.",
"Emmerick, Ronald Eric",2002,"Gutschmid, Hermann Alfred Freiherr von. In: 【EIr】 11, 2002, p. 410.",
"Emmerick, Ronald Eric",2002,"Die Reste vorisalamischer Literaturen Zentralasiens. In: 【Neus Handbuch der Literaturwissenschaft】. Bd. 24: 【Süd und zentralasiatische Literaturen】. Wiebelsheim: AULA-Verlag, 2002, pp. 155-169.",
"Emmerick, Ronald Eric",2005,"Khotanese Lexicography, in C. G. Cereti and M. Maggi, eds., 【Orientalia Romana, 8: Middle Iranian Lexicography: Proceedings of the Conference Held in Rome, 9-11 April 2001】, Rome, 2005a, pp. 167-78 (with M. Maggi).",
"Emmerick, Ronald Eric",2005,"A New Historical and Etymological Dictionary of Khotanese, in C. G. Cereti and M. Maggi, eds., 【Orientalia Romana, 8: Middle Iranian Lexicography: Proceedings of the Conference Held in Rome, 9-11 April 2001】, Rome, 2005b, pp. 227-34 (with M. Maggi).",
"Emmerick, Ronald Eric",2009,"【The Literature of Pre-Islamic Iran: Companion Volume I toA History of Persian Literature】, ed. R. E. Emmerick and Maria Macuch, London, 2009 (【A History of Persian Literature】 17).",
"Emmerick, Ronald Eric",forthcoming,"【An Introduction to Khotanese】, ed. M. Maggi, J. S. Sheldon, and N. Sims-Williams, Wiesbaden, forthcoming.",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
